name,email,telefon,webseite,plz,stadt,straße,lat,lng,beansprucht
Heil Dieter,,09736 98 38,https://www.zahnarzt-dieterheil.de/,97723,Oberthulba,Feuerbergstr. 10,"50,201308","9,9546212",nein
"Graß Andreas, Hofmann Angelika Dr. Zahnärztliche Gemeinschaftspraxis",,09401 52 35 57,https://zahnarzt-obertraubling.de/,93083,Obertraubling,Kreuzhofstr. 19,"48,9674331","12,1655648",nein
Küblbeck Klaus Dr. Zahnarzt,,09401 58 08,https://zahnarzt.dr-kueblbeck.de/,93083,Obertraubling,Regensburger Str. 1A,"48,9674757","12,1644509",nein
DREAMdent MVZ GmbH,info@dreamdent.de,06104 4 21 54,https://dreamdent.de/,63179,Obertshausen,Heusenstammer Str. 27,"50,0699969","8,8475443",nein
"Hintz Frank Dr., John Markus Dr.",info@hintz-john.de,06104 4 12 00,https://www.hintz-john.de/,63179,Obertshausen,Karl-Mayer-Str. 3,"50,0707403","8,848411",nein
Mandel-Böhm Ulrike Dr. u. Böhm Bernhard Dr.,info@kfo-obertshausen.de,06104 4 16 68,https://www.kfo-obertshausen.de/,63179,Obertshausen,Otto-Hahn-Str. 2,"50,0692145","8,8508075",nein
Lemmerich Anette MSc,info@kieferorthopaedie-obertshausen.de,06104 9 72 81 44,https://www.kieferorthopaedie-obertshausen.de/,63179,Obertshausen,Heusenstammer Str. 31,"50,0699565","8,846931",nein
Dent. Scan und Partner,info@obertshausen-zahnarzt.de,06104 8 00 98 11,https://www.zahnarzt-dentscan.de/,63179,Obertshausen,Bertha-von-Suttner-Str. 42,"50,0865358","8,8650271",nein
Mählmann Ferreiro Dr. B. L.,info@zahnzentrum-obertshausen.de,06104 4 42 78,https://www.zahnzentrum-obertshausen.de/,63179,Obertshausen,Beethovenstr. 21,"50,0701477","8,8432502",nein
Dr. B. Böhm Kieferorthopäde,kfo.boehm@gmail.com,06104 4 16 68,https://www.kfo-obertshausen.de/,63179,Obertshausen,Otto-Hahn-Straße 2,"50,0692145","8,8508075",nein
Marashi Mahshid Mirzadeh,praxis@marashi-zahnaerzte.de,06104 7 51 61,https://www.zahnarzt-obertshausen-marashi.de/,63179,Obertshausen,Seligenstädter Str. 70,"50,0764345","8,8642276",nein
Wittstock-Casian Diana Dr.,,06104 7 16 30,,63179,Obertshausen,Seligenstädter Str. 5,"50,0816006","8,8648679",nein
Kraus Stephan Dr.med.dent.,Dr.StephanKraus@t-online.de,06171 58 70 71,https://www.dr-kraus.de/,61440,Oberursel (Taunus),Feldbergstr. 59,"50,2046951","8,5804105",nein
Dent.taunus,info@dent-taunus.de,06171 88 35 40,https://www.dent-taunus.de/,61440,Oberursel (Taunus),George-C.-Marshall-Ring 34,"50,2150854","8,5530512",nein
Schnell Karin Dr.med.dent.,info@drschnell.com,06171 5 33 36,https://www.drschnell.com/,61440,Oberursel (Taunus),Vorstadt 18,"50,20141","8,58109",nein
Tries-Obijou Nicole Dr.med.dent. u. Kollegen,info@kfopraxis-oberursel.de,06171 58 28 82,https://www.kfopraxis-oberursel.de/,61440,Oberursel (Taunus),Adenauerallee 32,"50,2003807","8,5830014",nein
Khalil Mansur,info@praxis-khalil.de,06171 5 55 92,https://www.praxis-khalil.de/,61440,Oberursel (Taunus),Vorstadt 31,"50,2018937","8,5801234",nein
Gelsebach Christian Dr.,info@zahnarzt-gelsebach.de,06171 2 35 47,https://www.zahnarzt-gelsebach.de/,61440,Oberursel (Taunus),Dornbachstr. 30,"50,2139967","8,5666311",nein
Lauenstein Niklas Dr.,info@zahnarztlauenstein.de,06171 5 45 63,https://www.zahnarztlauenstein.de/,61440,Oberursel (Taunus),Holzweg 14,"50,2026326","8,5804692",nein
MVZ Zahnmedizin Camp-King-Allee Oberursel GmbH,oberursel-nord@dental21.de,06171 5 45 55,https://www.dental21-oberursel.de/?utm_medium=directory&utm_source=google&utm_campaign=bookings_directory_google#/,61440,Oberursel (Taunus),Camp-King-Allee 4,"50,215143","8,5538326",nein
Heinlein U-Ju Dr.med.dent.,praxis@drheinlein.de,06171 5 21 61,https://www.drheinlein.de/,61440,Oberursel (Taunus),Adenauerallee 16,"50,1995751","8,5841482",nein
Kutschera Homa Dr.,rezeption@kfo-oberursel.de,06171 5 19 30,https://www.kfo-oberursel.de/,61440,Oberursel (Taunus),Bleibiskopfstr. 57,"50,2073227","8,5852891",nein
Bae Ju-Hyong Dr. u. Bae Won-Yeong Dr.,willkommen@bae2.de,06171 9 78 63 33,https://bae2.de/,61440,Oberursel (Taunus),Nassauer Str. 60,"50,2027543","8,5945133",nein
Bauch Alexander Dr.med.dent.,,06171 31 16,https://www.zahnarzt-dr-bauch.de/,61440,Oberursel (Taunus),Hohemarkstr. 24C,"50,206241","8,577491",nein
Dornauf Christa Dr. u. Christoph Dr.,,06171 5 44 64,,61440,Oberursel (Taunus),Liebfrauenstr. 7,"50,2013556","8,5850135",nein
Dettler Christoph Dr. u. Duceva Nina,info@dd-zahnheilkunde.de,06171 7 61 20,https://www.dd-zahnheilkunde.de/,61440,Oberursel (Taunus),Taunusstr. 21,"50,1841138","8,5815961",nein
Hosseini Mehran,zahnarzt.oberursel@gmail.com,06171 7 82 34,https://www.hochtaunus-zahnarzt.de/,61440,Oberursel (Taunus),Danziger Str. 1,"50,1800739","8,5864699",nein
Akkaya-Gottschling Ayfer Dr.med.dent.,Ayfer.Gottschling@Happy-Dens.de,06171 7 93 35,https://www.happy-dens.de/,61440,Oberursel (Taunus),Erlengasse 1,"50,181299","8,5951382",nein
Diermeier Kristina Dr.med.dent.,,09671 30 56 53,https://www.zahnarztpraxis-dr-diermeier.de/,92526,Oberviechtach,Dr.-Max-Schwarz-Platz 1,"49,4583843","12,4190845",nein
Gollwitzer Stefan Zahnarzt,,09671 8 26 95 20,https://www.zahnarzt-gollwitzer.de/,92526,Oberviechtach,Zahlweingarten 1a,"49,45794","12,41681",nein
Schwindler Florian Dr. Zahnarzt,,09671 9 23 12 44,https://www.dr-schwindler.de/,92526,Oberviechtach,Schönseer Str. 7,"49,4611703","12,4209303",nein
Hammer Bernhard Dr.med.dent.,info@hammer-zahnarzt.de,06744 9 40 74,https://www.hammer-zahnarzt.de/,55430,Oberwesel,Holzgasse 9,"50,10676","7,72641",nein
Fuchs Sylvio Dr.med.dent. u. Schick Ursula Dr.med.dent.,Zahnarzt@DrFuchs-DrSchick.de,06744 85 51,https://www.facebook.com/ZahnArztpraxis-Dr-Sylvio-Fuchs-Dr-Ursula-Schick-1553172225008592/,55430,Oberwesel,Rathausstr. 3,"50,1080293","7,7256672",nein
Kühnl G. Dr. u. F.-U. Dr.,,034774 2 02 18,https://zis.dental/,6317,Oberwil b. Zug,Schraplauer Str. 7,"47,1440612","8,5083218",nein
"Radtke Anke Dipl.-Stom., Andreas Dipl.-Stom.",,034601 2 28 61,https://www.zahnarztpraxis-radtke.com/,6317,Oberwil b. Zug,Langer Weg 14,"47,1440612","8,5083218",nein
Henle-Holtmann Regina Dr.med.dent.,praxis.henle-holtmann@gmx.de,06068 15 11,,64760,Oberzent-Beerfelden,Lindenallee 9,"49,5627542","8,9712146",nein
"Post Pia Dr., Matthias Dr.",,08624 23 47,,83119,Obing,Altenmarkter Str. 13,"48,0001839","12,4092892",nein
Jobst Martin Dr. und Kollegen Praxis für Zahnheilkunde,,09331 33 01,https://www.drjobst-ochsenfurt.de/,97199,Ochsenfurt,Jahnstr. 5,"49,665239","10,0685513",nein
Freitag Mathias Dr. Praxis für Zahngesundheit,,09331 56 56,https://www.zahnarzt-drfreitag.de/,97199,Ochsenfurt,Badgasse 11,"49,6653391","10,0650628",nein
Rettner Adela Dr. Kieferorthopädin,,09331 80 21 70,https://www.dr-rettner.com/,97199,Ochsenfurt,Tückelhäuser Str. 10,"49,6646799","10,0575849",nein
Goller Reinhard Zahnarzt,,09331 80 44 44,,97199,Ochsenfurt,Marktbreiter Str. 5,"49,663843","10,073042",nein
Dehner Jan-Friedrich Dr.,,09331 98 47 20-0,https://www.dr-dehner.de/,97199,Ochsenfurt,Marktbreiter Str. 54C,"49,6652506","10,0758044",nein
Eigenthaler Stephanie Dr. Zahnärztin,,,https://www.zahn-ochsenfurt.de/,97199,Ochsenfurt,Seinsheimstr. 22,"49,6692116","10,0662893",nein
Merten Peter Dr. u. Ursula,,09331 76 00,,97199,Ochsenfurt,Friedhofstr. 17,"49,6750348","10,0537563",nein
Weresch Rainer Dr. Zahnarzt,empfang@weresch.org,07352 5 11 00,https://www.zahnarzt-weresch-ochsenhausen.de/,88416,Ochsenhausen,Marktplatz 29,"48,0711904","9,9506828",nein
Weyer Yvonne Dr.,,02625 60 10,https://www.dr-yvonne-weyer.de/,56299,Ochtendung,Koblenzer Str. 1,"50,349521","7,3909695",nein
Rosing Josef,,02553 9 72 93 84,,48607,Ochtrup,Weinerstr. 11,"52,208924","7,1886",nein
Meiers Andrea Fachzahnärztin für Kieferorthopädie,,02553 9 73 53 00,https://www.kfo-ochtrup.de/,48607,Ochtrup,Weinerstr. 14,"52,2093401","7,1882567",nein
Bremer Hans Gerhard u. Sarabi-Bremer Susen Dr.,,06725 9 59 90,,55437,Ockenheim,Hindenburgplatz 10b,"49,94491","7,9685041",nein
Offermann Lidia,info@zahnarzt-odelzhausen.de,08134 66 34,https://www.zahnarzt-odelzhausen.de/,85235,Odelzhausen,Brunnenweg 14,"48,3063","11,1981399",nein
Filon Patrick - Zahnarztpraxis O-Dental,info@o-dental.de,02202 9 76 00,https://www.o-dental.de/,51519,Odenthal,Im Schmittengarten 18,"50,8791152","7,3219002",nein
Findeis G. Dr. Zahnarzt,rezeption@drfindeis.de,02202 73 73,https://www.zahnarztpraxis-odenthal.de/,51519,Odenthal,Altenberger-Dom-Str. 20,"51,0320487","7,1148728",nein
Müller Detlev Dr.med.dent. Zahnarzt,dr-mueller-laube@live.de,02174 4 10 50,,51519,Odenthal,Bergstr. 208,"51,0578489","7,1212256",nein
Voß Ulrich Dr.med.dent. Zahnarzt Praxis,,033457 2 51,,16259,Oderaue-Altreetz,Wriezener Str. 9,"52,76136","14,16202",nein
Hofmann Ehrenfried Zahnarzt,,035842 2 69 90,,2791,Oderwitz-Niederoderwitz,von-Canitz-Str. 3,"50,9555789","14,7296785",nein
Hempel Yvonne Zahnarztpraxis,,039002 4 21 12,,39646,Oebisfelde,Bahnhofstr. 30A,"52,4378352","10,9858977",nein
Neubieser Cordula Dr.,,039002 4 36 11,,39646,Oebisfelde,Sparkassenweg 6,"52,429748","10,9831334",nein
Sender Heike Zahnärztin,,039002 4 49 13,https://www.heike-sender.de/,39646,Oebisfelde,Magdeburger Str. 40,"52,4289585","10,9880941",nein
Kindermann Christine Dr.med.,,037292 2 03 28,,9569,Oederan,Richard-Rentsch-Str. 37,"50,8564633","13,1823898",nein
Held Ilona Dipl.-Stom.,,037292 42 20,,9569,Oederan,Freiberger Str. 15,"50,8627225","13,1686387",nein
Zahnpraxis Münsterland,info@zahnpraxis-muensterland.de,02522 9 37 23 23,,59302,Oelde,Zum Sundern 8,"51,8321496","8,1538614",nein
"Heßeling Michael Dr., Katharina Dr. Zahnärzte",,02522 22 24,https://www.zahnplus-oelde.de/,59302,Oelde,Wibbeltstr. 1,"51,8345657","8,1460976",nein
Dr. med. dent. Peter Wulfheide Dr. med. dent. Guido Hahne Gemeinschaftspraxis,,02522 35 44,https://www.wulfheide-hahne.de/,59302,Oelde,Im Kapellengarten 7A,"51,822394","8,1405075",nein
Hamiti F. Dr.,,02522 54 44,https://www.dr-hamiti.de/,59302,Oelde,Ruggestr. 3,"51,826636","8,1437379",nein
Zahnarztpraxis Christian Winter Zahnarztpraxis,,02522 70 40,https://zahnarzt-oelde.com/,59302,Oelde,Paulsburg 7,"51,8246527","8,142397",nein
Elberg Peter u. Hammeke Christoph Dres.,,02522 70 59,https://kfo-oelde.de/,59302,Oelde,Eickhoff 9,"51,8262518","8,1450591",nein
Koch Andreas Dr. Zahnarzt,,02522 93 26-0,https://www.st-gertrudenstift.de/,59302,Oelde,Auf der Brede 19,"51,8228401","8,1462641",nein
Heßeling Laurenz Dr.med.dent.,,02529 85 79,https://zahnplus-oelde.de/,59302,Oelde,Münsterstr. 2,"51,8018932","8,2039654",nein
Dobl Petra Dr.med. Zahnärztin,,037421 2 23 41,https://www.zahnarztpraxis-dr-dobl.de/,8606,Oelsnitz/Vogtl.,Burgstr. 21,"50,4234862","12,1805402",nein
"Fritzsch Bernd Dr., Marcus Dr. Zahnärzte",,037421 2 28 27,,8606,Oelsnitz/Vogtl.,Karl-Liebknecht-Str. 24,"50,4189732","12,1740997",nein
"Weißhuhn Tilo Dr.med.dent., Volker Dr.med.dent. Fachzahnärzte für Kieferorthopädie",,037421 2 34 16,,8606,Oelsnitz/Vogtl.,Karl-Liebknecht-Str. 46,"50,4201714","12,1722131",nein
Schwarz Sylke Zahnärztin,,037421 2 53 20,,8606,Oelsnitz/Vogtl.,An der Stadtmauer 1,"50,4156179","12,1709281",nein
Gruber Annett Dipl.-Stom. Zahnarztpraxis,,037421 2 85 60,,8606,Oelsnitz/Vogtl.,Heppeplatz 2,"50,4151906","12,1679955",nein
Dr. Daniela Mues Zahnarzt,xy@xyz.de,02368 40 11,https://www.zahnarztpraxis-mues.de/,45739,Oer-Erkenschwick,Ludwigstraße 13,"51,6396676","7,2642431",nein
KFO Praxis Dr. Heüveldop,kontakt@heueveldop-kfo.de,02368 5 96 96,https://www.heueveldop-kfo.de/,45739,Oer-Erkenschwick,Ludwigstr. 15,"51,6396651","7,2643074",nein
Reisch Olga Zahnarztpraxis,zap-reisch@gmx.de,02368 5 77 44,,45739,Oer-Erkenschwick,Marktstr. 26,"51,6400357","7,2625669",nein
Özer Hakki Zahnarztpraxis,,02368 5 62 55,,45739,Oer-Erkenschwick,Stimbergstr. 35,"51,633325","7,2616092",nein
Gombar Ladislaus Dr.,,02368 5 30 61,,45739,Oer-Erkenschwick,Hochstr. 9,"51,6471249","7,2518567",nein
du Mée F. Dr. Zahnarztpraxis an der Sternwarte,,02368 66 63,,45739,Oer-Erkenschwick,Ewaldstr. 77,"51,641801","7,2784591",nein
Smit Willem Zahnarzt,,04765 5 88,,27432,Oerel,Weißdornweg 2A,"53,4795493","9,0509378",nein
Parussel Silke Zahnärztin,,09725 64 32,,97714,Oerlenbach,Eltingshäuser Str. 11,"50,1467698","10,1313221",nein
Katharina Seidel,info@seidel-katharina.de,05202 15 89 26,https://www.seidel-katharina.de/,33813,Oerlinghausen,Julius-Leber-Straße 1,"51,9441573","8,6582482",nein
"Hackenberger A., Al-Behaissi A. Dres.",,05202 50 00,https://www.oerli-dent.de/,33813,Oerlinghausen,Ravensberger Str. 2,"51,9603213","8,6634129",nein
Dr. Jörg Umfermann u. Dr. Isabel Hespe-Umfermann,,05202 64 54,https://www.dres-umfermann.de/,33813,Oerlinghausen,Hauptstr. 7A,"51,9593196","8,6632993",nein
Gelb Kristina,,05202 99 57 55,,33813,Oerlinghausen,Bachstr. 34,"51,9342894","8,631778",nein
Schellhaas Erik,erikschellhaas@t-online.de,06723 27 22,,65375,Oestrich-Winkel,Bischof-Dirichs-Str. 48,"49,9992869","8,0034958",nein
Moos Michael u. Marzieh,info@zahnaerzte-moos.de,06723 24 48,https://www.zahnaerzte-moos.de/,65375,Oestrich-Winkel,Am Rosengarten 1,"50,0037135","8,0285388",nein
"Arjoun Nejib Dr.,, Gossler Michael",,06723 8 72 70,,65375,Oestrich-Winkel,Hallgartener Str. 1A,"50,0070067","8,0314241",nein
Pasold Renato Dr.med.,renatopasold@gmx.de,03663 40 38 34,https://www.zahnarzt-pasold.de/,7907,Oettersdorf,Werner-Seelenbinder-Str. 5,"50,6001741","11,8180029",nein
Herrguth Markus,praxis@herrguth.net,09082 99 40 44,,86732,Oettingen,Manggasse 25,"48,9524539","10,6048651",nein
Hülsmann Philipp,,09082 81 23,,86732,Oettingen,Georg-Friedrich-Steinmeyer-Str. 7,"48,9557237","10,6036548",nein
Cascorbi Isa Dr. med. dent.,,09082 92 16 21,,86732,Oettingen,Königsstr. 9,"48,950588","10,6033052",nein
"Telieps Marion Dr., Knitter Jürgen Dr. Zahnärzte",,04630 9 33 66,,24988,Oeversee,Stapelholmer Weg 11B,"54,7040654","9,4353851",nein
Pavisic S. Dr.,drpavisic@pavisic.de,069 80 10 99 58,https://www.pavisic.de/,63067,Offenbach am Main,Rödernstr. 5,"50,1088765","8,7498259",nein
MVZ Dentalzentrum Offenbach GmbH,info@dentalzentrum-offenbach.de,069 83 19 37,https://www.dentalzentrum-offenbach.de/,63071,Offenbach am Main,Ernst-Griesheimer-Platz 8,"50,0935944","8,7735533",nein
Geis Dres.,info@dres-geis.de,069 88 67 67,https://www.dres-geis.de/,63067,Offenbach am Main,Tulpenhofstr. 33,"50,1006298","8,7531454",nein
Indin Alessja Dr.med.dent.,info@dr-indin.de,069 88 13 13,https://www.dr-indin.de/,63067,Offenbach am Main,Ludwigstr. 34,"50,1010537","8,755074",nein
Liebensohn Evgeniy Dr. med. dent.,info@dr-liebensohn.de,069 81 34 02,https://www.dr-liebensohn.de/,63065,Offenbach am Main,Frankfurter Str. 47,"50,1050732","8,7595168",nein
Chehabeddin Fadi,info@kfo-offenbach.de,069 85 09 37 57,https://www.kfo-offenbach.de/,63065,Offenbach am Main,Kleiner Biergrund 31,"50,1047711","8,7671478",nein
Jemric Dominika u. Tag Sylvia Dr.med.dent.,info@praxis-jemric.de,069 81 89 89,https://www.praxis-jemric.de/,63067,Offenbach am Main,Goethering 56,"50,1102073","8,7416123",nein
Preußner Peter Dr.,info@praxispreussner.de,069 82 14 30,https://www.praxispreussner.de/,63065,Offenbach am Main,Frankfurter Str. 35,"50,1051683","8,760845",nein
Rosner Octavia Dr. u. Förster Gloria,info@zahnarzt-am-aliceplatz.de,069 88 58 84,https://www.zahnarzt-am-aliceplatz.de/,63065,Offenbach am Main,Aliceplatz 2,"50,104162","8,7606847",nein
Galetic Zoran Dr.,info@zahnarzt-galetic.de,069 82 10 82,https://www.zahnarzt-galetic.de/,63067,Offenbach am Main,Lilistr. 6,"50,1063157","8,7488667",nein
Sahin Selma,info@zahnarztoffenbach.de,069 88 12 94,https://www.zahnarztoffenbach.de/,63067,Offenbach am Main,Berliner Str. 254,"50,105562","8,7470857",nein
Severiens Stefan,info@zahnarzt-severiens.de,069 85 13 14,https://www.zahnarzt-severiens.de/,63071,Offenbach am Main,Rhönstr. 17,"50,0978124","8,7837111",nein
Zahnzentrum Offenbach,info@zahnzentrumoffenbach.de,069 84 47 87,https://www.zahnzentrumoffenbach.com/,63069,Offenbach am Main,Darmstädter Str. 15,"50,0971447","8,7549653",nein
Mohammadi Kourosh,kmohammadi@hotmail.de,069 77 06 73 60,https://www.zahnarzt-ledermuseum.de/,63067,Offenbach am Main,Bernardstr. 112,"50,1070655","8,745959",nein
"Bamesreiter Frank,, Overmann Peter u. Rinke Stefan Dres.med.dent.",kontakt@zahnaerzte-web.de,069 81 17 70,https://www.zahnaerzte-web.de/,63067,Offenbach am Main,Ludwigstr. 65,"50,1033069","8,7541706",nein
optident GmbH,offenbach@optident.de,069 8 00 25 77,https://www.optident.de/,63065,Offenbach am Main,Aliceplatz 11,"50,1036406","8,7612476",nein
Dr. Szabo & Partner,praxis@dr-szabo.de,069 81 43 96,https://www.doktor-szabo.de/,63065,Offenbach am Main,Kaiserstr. 84,"50,1076354","8,7573932",nein
Lukas Max Dr. u. Becker Thomas Dr.Dr.,willkommen@drmaxlukas.de,069 85 32 78,https://www.drmaxlukas.de/,63071,Offenbach am Main,Bieberer Str. 136,"50,1008928","8,7812697",nein
Gesser Yvonne Dr.,yvonne.gesser@web.de,069 88 66 12,,63065,Offenbach am Main,Karlstr. 32,"50,1031537","8,7697794",nein
Borgnis Ralph Dr.med.dent.,zahnarzt@borgnis.de,069 88 79 76,https://www.dr.borgnis.de/,63067,Offenbach am Main,Frankfurter Str. 99,"50,1037548","8,7530691",nein
Cabrera Tomas Dr.med.dent.,zahnarzt@dr-cabrera.de,069 81 81 52,https://www.dr-cabrera.de/,63065,Offenbach am Main,Frankfurter Str. 50,"50,1047434","8,7592362",nein
Yazdani-Cherati Yousef Dr.,zahnarztpraxis-dr.yazdani@t-online.de,069 83 53 04,,63069,Offenbach am Main,Neusalzer Str. 6,"50,0825856","8,7746484",nein
Bodoczi Enikö-Rita Dr.,,069 8 00 40 23,,63065,Offenbach am Main,Geleitsstr. 4,"50,1034634","8,76391",nein
Zogaj Nusret,,069 82 21 77,,63065,Offenbach am Main,Kaiserstr. 75,"50,106212","8,7585543",nein
Kühn Günter Dr.med.dent.,,069 88 21 67,,63065,Offenbach am Main,Bleichstr. 4,"50,1023965","8,7624627",nein
Güngör Gül Dr.,,069 88 49 59,,63065,Offenbach am Main,Berliner Str. 77,"50,1065078","8,7631995",nein
Bieberzahn,info@bieberzahn.de,069 89 67 07,https://www.bieberzahn.de/,63073,Offenbach am Main,Aschaffenburger Str. 69,"50,0903351","8,8029377",nein
Trabert Ulrich Dr.med.dent.,info@dr-trabert.de,069 89 25 79,,63073,Offenbach am Main,Bremer Str. 80,"50,0854143","8,8031576",nein
Nadas David,praxis@bieberdent.de,069 89 31 05,https://www.bieberdent.de/,63073,Offenbach am Main,Erich-Ollenhauer-Str. 24,"50,0854317","8,7969463",nein
Duda Bernward,AuBacke@praxisduda.de,069 86 40 24,https://www.praxisduda.de/,63075,Offenbach am Main,Rumpenheimer Str. 28,"50,1196094","8,7854103",nein
Dres. Akkad & Kollegen,info@zahnarzt-akkad.de,069 86 50 71,https://www.gemeinschaftspraxis-akkad.de/,63075,Offenbach am Main,Langstr. 40,"50,1168878","8,7845274",nein
Breitenbach Moritz u. Parsanejad Hamid Dr.,info@zahnforum-buergel.de,069 86 96 76,https://www.zahnforum-buergel.de/,63075,Offenbach am Main,Rumpenheimer Str. 123D,"50,1240534","8,7908135",nein
Stolze Anke Dr.,anke6654@gmx.de,069 83 60 98,,63069,Offenbach am Main,St.-Gilles-Str. 1,"50,0830676","8,7566047",nein
Gogesch Corina,mail@praxis-gogesch.de,069 83 84 86,https://www.praxis-gogesch.de/,63069,Offenbach am Main,Jacques-Offenbach-Str. 12,"50,086458","8,7613595",nein
Ockel Peter Dr.,,069 86 61 20,,63075,Offenbach am Main,Edelsheimerstr. 25,"50,1288244","8,800327",nein
Haupt Matthias,praxis@zahnarzt-haupt-offenbach.de,06348 3 38,https://www.zahnarzt-haupt-offenbach.de/,76877,Offenbach an der Queich,Europaallee 2,"49,1944951","8,1860037",nein
Brühl Markus Zahnarzt / Medizinisches Zentrum,,06382 99 37 56,,67749,Offenbach-Hundheim,Schulweg 1,"49,6247512","7,5569536",nein
Nosko Ralf-Michael,,0781 5 10 25,,77656,Offenburg-Elgersweier,Kreuzwegstr. 29,"48,4386438","7,9428973",nein
Beck Barbara - Zahnarztpraxis,info@zahnarztpraxis-beck.de,0781 2 52 25,https://www.zahnarztpraxis-beck.de/,77652,Offenburg-Innenstadt,Ritterstr. 3,"48,4688324","7,9440271",nein
Dr. Thomas E. Nitschke Fachzahnarzt für Kieferorthopädie,mail@kieferorthopaede-nitschke.de,0781 3 60 69,https://www.kieferorthopaede-nitschke.de/,77654,Offenburg-Nordoststadt,Luisenstr. 7,"48,472894","7,9477771",nein
Jordanescu Sever Zahnarzt,,0781 3 70 31,,77654,Offenburg-Nordoststadt,Sofienstr. 13,"48,4744769","7,9491584",nein
Hollwich Barbara Dr.med.dent.,,0781 4 33 69,https://www.drhollwich.de/,77654,Offenburg-Nordoststadt,Luisenstr. 16,"48,4729623","7,9490591",nein
Pfenning Julia MSc. Dr. med.dent.,,0781 93 99 78 90,https://www.drpfenning.de/,77654,Offenburg-Nordoststadt,Rammersweierstr. 120,"48,4816213","7,9564755",nein
Glatt Albert Dr.,,0781 7 44 00,https://www.dr-michael-glatt.de/,77652,Offenburg-Nordstadt,Poststr. 3,"48,4737659","7,9433404",nein
Hübers Renate Dr. Fachzahnärztin für Kieferorthopädie,info@kfo-ortenau.de,0781 7 78 58,https://www.kieferorthopaedie-offenburg.de/,77652,Offenburg-Stadtmitte,Hauptstr. 5,"48,4741126","7,9446473",nein
Bauer Ralf Dr.,mail1@dr-ralf-bauer.de,0781 3 05 29,https://www.dr-ralf-bauer.de/,77652,Offenburg-Stadtmitte,Hauptstr. 88,"48,4698291","7,9426241",nein
Kiebler Brigitte Dr.med.dent. Zahnarzt,,0781 7 01 70,https://www.zahnarzt-offenburg.de/,77652,Offenburg-Stadtmitte,Okenstr. 1A,"48,4724457","7,9426246",nein
Tabellion Astrid,,0781 9 19 50 90,https://www.dentabellion.de/,77652,Offenburg-Stadtmitte,Kronenplatz 1,"48,4682949","7,937331",nein
Führer Claus Dr. Zahnarzt,,0781 9 26 60 50,,77652,Offenburg-Stadtmitte,Metzgerstr. 2,"48,4702269","7,9434319",nein
Braun Erika Christina Dr.-medic.stom/ UMF Temeschburg Zahnarztpraxis,,0781 9 36 83 41,,77652,Offenburg-Stadtmitte,Okenstr. 71,"48,4805283","7,9455304",nein
Dr. med. dent. Reiner Borschukewitz Dr. med. dent. Fachzahnarzt für Kieferorthopädie und Heilpraktiker,info@borschukewitz.de,0781 3 27 92,https://www.borschukewitz.de/,77654,Offenburg-Südoststadt,Weingartenstr. 19a,"48,468751","7,953236",nein
Beck Tilmann Dr. med. dent.,info@zahnarztpraxis-offenburg.de,0781 3 78 74,https://www.zahnarztpraxis-offenburg.de/,77654,Offenburg-Südoststadt,Werderstr. 4,"48,4663514","7,9553471",nein
